GeneSymbol	ensembl_id	pval	adj_pval	logFC	direction
LOC646434		2.23665605450328e-07	4.62170779370617e-06	0.213125526036651	UP
NDUFV1		6.89209730256781e-09	2.49755155073294e-07	0.212950546424844	UP
STK40		9.57236532555552e-08	2.23833947564876e-06	0.212628342215501	UP
SLC35A4		1.63444531679099e-08	5.03039728150705e-07	0.212393084762226	UP
PNPLA2		0.00175941286063022	0.010647705978777	0.212157406406957	UP
TMC6		9.85196383183413e-07	1.64368067370099e-05	0.212046048019809	UP
C22ORF25		0.00145589229712181	0.00907987791411081	0.21186780398298	UP
LOC730316		2.27050568039836e-06	3.41983819269387e-05	0.211785280207128	UP
SH3BGRL3		6.47239192401597e-08	1.60979851165493e-06	0.211780481759423	UP
APLP2		2.72254874978164e-09	1.13979249755998e-07	0.211765325223194	UP
GNS		4.65659398853279e-07	8.65837451895397e-06	0.211634355669775	UP
HS.370503		2.63620492664676e-08	7.4271558416521e-07	0.21151319180027	UP
LOC654155		0.00108683732663135	0.00707270604955537	0.211497785181413	UP
DPP9		2.0456899644136e-07	4.27680186272824e-06	0.211433585160497	UP
HS.22689		4.49142729512689e-06	6.10349653749577e-05	0.211056408875839	UP
HS.374257		2.82169494728687e-10	1.73218730910216e-08	0.21064475164324	UP
ITGB2		1.11939987400644e-07	2.5598083123908e-06	0.210634655915063	UP
